plot,adjusted_height,sample_year,sample_date,latitude,longitude,fruticose_lichen_total_cover,foliose_lichen_total_cover,multiform_lichen_total_cover,crustose_lichen_total_cover,lichen_total_cover,dark_lichen_4bin_total_cover,light_lichen_4bin_total_cover,yellow_lichen_4bin_total_cover,dark_lichen_3bin_total_cover,light_lichen_3bin_total_cover,dark_lichen_2bin_total_cover,light_lichen_2bin_total_cover,black_lichen_8bin_total_cover,brown_lichen_8bin_total_cover,grey_lichen_8bin_total_cover,greygreen_lichen_8bin_total_cover,green_lichen_8bin_total_cover,orange_lichen_8bin_total_cover,white_lichen_8bin_total_cover,yellow_lichen_8bin_total_cover,lichen_volume
SW-5b,4.4325,2005,2005-06-27,67.724015,-161.766339,1.8586956521739129,1.141304347826087,0,0,3,1.4021739130434783,0.6521739130434783,0.9456521739130435,1.4021739130434783,1.5978260869565217,1.4021739130434783,1.5978260869565217,0,0.3913043478260869,0.6521739130434783,0.2608695652173913,0.09782608695652173,0,0.6521739130434783,0.9456521739130435,13.2975
SW-5c,2.245,2005,2005-06-27,67.566217,-161.430623,0.8235294117647058,0.11764705882352941,0,0,0.9411764705882353,0.4705882352941177,0.1764705882352941,0.3529411764705882,0.4705882352941177,0.5294117647058822,0.4705882352941177,0.5294117647058822,0.058823529411764705,0.29411764705882354,0.058823529411764705,0.058823529411764705,0,0,0.1764705882352941,0.3529411764705882,2.11294117647059
SW-5d,2.945,2005,2005-06-28,67.784305,-161.021276,3.218390804597701,1.7816091954022988,0,0,5,2.298850574712644,1.3218390804597702,1.3793103448275863,2.298850574712644,2.7011494252873565,2.298850574712644,2.7011494252873565,0.05747126436781609,1.0919540229885059,0.5172413793103449,0.45977011494252873,0.1724137931034483,0,1.3218390804597702,1.3793103448275863,14.725
SW-6a,4.018333333,2005,2005-06-28,67.802695,-161.80489,3.813559322033898,1.0169491525423728,0,0.1694915254237288,5,2.0338983050847457,0.847457627118644,2.11864406779661,2.0338983050847457,2.966101694915254,2.0338983050847457,2.966101694915254,0,1.694915254237288,0.2542372881355932,0.0847457627118644,0,0,0.847457627118644,2.11864406779661,20.091666665
SW-6b,3.61,2005,2005-07-03,67.672976,-162.376155,1.2972972972972974,0.20270270270270271,0,0,1.5,0.4864864864864865,0.16216216216216217,0.8513513513513514,0.4864864864864865,1.0135135135135136,0.4864864864864865,1.0135135135135136,0,0.28378378378378377,0.20270270270270271,0,0,0,0.16216216216216217,0.8513513513513514,5.415
SW-6c,4.073333333,2005,2005-07-05,67.602121,-160.808214,2.03125,0.46875,0,0,2.5,1.1979166666666667,0.2604166666666667,1.0416666666666667,1.1979166666666667,1.3020833333333335,1.1979166666666667,1.3020833333333335,0.052083333333333336,0.8333333333333334,0.20833333333333334,0.10416666666666667,0,0,0.2604166666666667,1.0416666666666667,10.1833333325
SW-6d,2.95,2005,2005-07-05,67.743614,-160.726142,0.09,0.01,0,0,0.09999999999999999,0.045,0.01,0.045,0.045,0.055,0.045,0.055,0,0.02,0.02,0.005,0,0,0.01,0.045,0.295
SW-6e,3.15,2005,2005-07-08,67.331553,-162.607823,0.0625,0.037500000000000006,0,0,0.1,0.075,0,0.025,0.075,0.025,0.075,0.025,0,0,0.0625,0.0125,0,0,0,0.025,0.315
SW-7a,4.63,2005,2005-06-28,67.775024,-161.313769,1.2708333333333333,0.7291666666666666,0,0,2,1.0833333333333333,0.4583333333333333,0.4583333333333333,1.0833333333333333,0.9166666666666666,1.0833333333333333,0.9166666666666666,0,0.5208333333333333,0.2708333333333333,0.22916666666666666,0.0625,0,0.4583333333333333,0.4583333333333333,9.26
T1N10,,2006,2006-06-23,67.609404,-163.935284,0.05,0.05,0,0,0.1,0.05,0.05,0,0.05,0.05,0.05,0.05,0,0,0,0.05,0,0,0.05,0,
T1N100,3.915,2006,2006-06-23,67.609876,-163.936945,0.07419354838709674,0.025806451612903215,0,0,0.09999999999999995,0.041935483870967724,0.012903225806451608,0.04516129032258062,0.041935483870967724,0.058064516129032226,0.041935483870967724,0.058064516129032226,0,0.006451612903225804,0.025806451612903215,0.009677419354838707,0,0,0.012903225806451608,0.04516129032258062,0.3915
T1N1000,4.173333333,2006,2006-06-28,67.614043,-163.956004,0.5499999999999998,0.4499999999999999,0,0,0.9999999999999998,0.3999999999999999,0.19999999999999996,0.3999999999999999,0.3999999999999999,0.5999999999999999,0.3999999999999999,0.5999999999999999,0,0.19999999999999996,0.04999999999999999,0.14999999999999997,0,0,0.19999999999999996,0.3999999999999999,4.173333333
T1N1000A,3.713333333,2006,2006-06-28,67.614194,-163.95611,0.28846153846153855,0.6730769230769232,0,0,0.9615384615384618,0.8076923076923079,0.05769230769230771,0.13461538461538464,0.8076923076923079,0.19230769230769235,0.8076923076923079,0.19230769230769235,0,0.653846153846154,0.13461538461538464,0.019230769230769235,0,0,0.05769230769230771,0.13461538461538464,3.57051282019231
T1N2000,4.11571619,2006,2006-07-06,67.617357,-163.990582,1.4074074074074083,0.5185185185185188,0,0,1.9259259259259272,0.9629629629629636,0.6296296296296301,0.40740740740740766,0.9629629629629636,1.0370370370370376,0.9629629629629636,1.0370370370370376,0,0.22222222222222238,0.5555555555555559,0.1851851851851853,0,0,0.6296296296296301,0.40740740740740766,7.92656451407408
T1N300,5.508092894,2006,2006-06-28,67.615281,-163.931757,18.41584158415841,1.5841584158415838,0,0,19.999999999999993,6.5346534653465325,1.1881188118811878,12.277227722772272,6.5346534653465325,13.46534653465346,6.5346534653465325,13.46534653465346,0,2.2772277227722766,2.9702970297029694,1.2871287128712867,0,0,1.1881188118811878,12.277227722772272,110.16185788
T1N4000,4.924037219,2006,2006-07-06,67.634936,-164.012603,2.567567567567569,0.1351351351351352,0,0.2972972972972974,3.0000000000000013,0.648648648648649,0.5945945945945948,1.7567567567567577,0.648648648648649,2.3513513513513526,0.648648648648649,2.3513513513513526,0,0.10810810810810817,0.21621621621621634,0.054054054054054085,0.2702702702702704,0,0.5945945945945948,1.7567567567567577,14.772111657
T1N50,3.51,2006,2006-06-23,67.609519,-163.936282,0.08000000000000002,0.020000000000000004,0,0,0.10000000000000002,0.04000000000000001,0.020000000000000004,0.04000000000000001,0.04000000000000001,0.06000000000000001,0.04000000000000001,0.06000000000000001,0,0,0.020000000000000004,0.020000000000000004,0,0,0.020000000000000004,0.04000000000000001,0.351
T2N10,,2006,2006-07-04,67.753618,-163.614507,0.1,0,0,0,0.1,0,0.1,0,0,0.1,0,0.1,0,0,0,0,0,0,0.1,0,
T2N100,2.79209474,2006,2006-07-08,67.751444,-163.614011,0.08823529411764706,0.011764705882352943,0,0,0.1,0.011764705882352943,0.06470588235294118,0.023529411764705885,0.011764705882352943,0.08823529411764706,0.011764705882352943,0.08823529411764706,0,0,0.005882352941176471,0.005882352941176471,0,0,0.06470588235294118,0.023529411764705885,0.279209474
T2N1000,5.21364452,2006,2006-07-08,67.751655,-163.637817,1.4516129032258074,0.41935483870967766,0,0.0645161290322581,1.935483870967743,1.3870967741935494,0.1935483870967743,0.41935483870967766,1.3870967741935494,0.612903225806452,1.3870967741935494,0.612903225806452,0,0.22580645161290336,1.0000000000000007,0.1290322580645162,0.03225806451612905,0,0.1935483870967743,0.41935483870967766,10.0909248774194
T2N2000,5.002688404,2006,2006-07-08,67.758089,-163.665637,0.63265306122449,0.36734693877551033,0,0,1.0000000000000004,0.5102040816326533,0.2857142857142858,0.2040816326530613,0.5102040816326533,0.48979591836734715,0.5102040816326533,0.48979591836734715,0,0.061224489795918394,0.2040816326530613,0.24489795918367355,0,0,0.2857142857142858,0.2040816326530613,5.002688404
T2N300,4.531144263,2006,2006-07-08,67.75045,-163.617882,0.09423076923076926,0.0038461538461538472,0,0.0019230769230769236,0.10000000000000003,0.04230769230769232,0.005769230769230771,0.05192307692307693,0.04230769230769232,0.0576923076923077,0.04230769230769232,0.0576923076923077,0,0.005769230769230771,0.03653846153846155,0,0,0,0.005769230769230771,0.05192307692307693,0.4531144263
T2N4000,4.119858505,2006,2006-07-07,67.763908,-163.711674,0.036170212765957464,0.061702127659574495,0,0,0.09787234042553196,0.07659574468085109,0.01063829787234043,0.012765957446808515,0.07659574468085109,0.023404255319148946,0.07659574468085109,0.023404255319148946,0,0.014893617021276602,0.014893617021276602,0.04680851063829789,0,0,0.01063829787234043,0.012765957446808515,0.403220194106383
T2N4000A,3.744435558,2006,2006-07-07,67.764005,-163.711359,0.07647058823529417,0.021568627450980406,0,0.0019607843137254915,0.10000000000000007,0.027450980392156883,0.009803921568627458,0.06274509803921573,0.027450980392156883,0.07254901960784318,0.027450980392156883,0.07254901960784318,0,0.003921568627450983,0.01372549019607844,0.009803921568627458,0,0,0.009803921568627458,0.06274509803921573,0.3744435558
T2N50,1.2,2006,2006-07-08,67.751416,-163.613029,0.05000000000000001,0.05000000000000001,0,0,0.10000000000000002,0.05000000000000001,0.01666666666666667,0.03333333333333334,0.05000000000000001,0.05000000000000001,0.05000000000000001,0.05000000000000001,0,0.01666666666666667,0.01666666666666667,0.01666666666666667,0,0,0.01666666666666667,0.03333333333333334,0.12
T3S10,3.4,2006,2006-06-22,67.682918,-163.6919,0.1,0,0,0,0.1,0,0.03333333333333333,0.06666666666666667,0,0.1,0,0.1,0,0,0,0,0,0,0.03333333333333333,0.06666666666666667,0.34
T3S100,4.674380191,2006,2006-06-27,67.682805,-163.689374,2.624999999999999,0.3749999999999999,0,0,2.999999999999999,0.9749999999999998,0.8249999999999997,1.1999999999999997,0.9749999999999998,2.0249999999999995,0.9749999999999998,2.0249999999999995,0,0.3749999999999999,0.5249999999999999,0.07499999999999998,0,0,0.8249999999999997,1.1999999999999997,14.023140573
T3S1000,4.909518097,2006,2006-06-22,67.680539,-163.666829,0.08409090909090912,0.015909090909090914,0,0,0.10000000000000003,0.03181818181818183,0.009090909090909094,0.05909090909090911,0.03181818181818183,0.0681818181818182,0.03181818181818183,0.0681818181818182,0,0.009090909090909094,0.015909090909090914,0.0068181818181818205,0,0,0.009090909090909094,0.05909090909090911,0.4909518097
T3S1000A,4.567015277,2006,2006-06-22,67.680617,-163.666445,0.607843137254902,0.3921568627450981,0,0,1,0.49019607843137264,0.13725490196078433,0.3725490196078432,0.49019607843137264,0.5098039215686275,0.49019607843137264,0.5098039215686275,0,0.09803921568627452,0.13725490196078433,0.25490196078431376,0,0,0.13725490196078433,0.3725490196078432,4.567015277
T3S2000,5.600712821,2006,2006-07-05,67.660793,-163.659884,0.7021276595744684,0.2765957446808512,0,0,0.9787234042553197,0.6382978723404258,0.08510638297872344,0.2765957446808512,0.6382978723404258,0.36170212765957466,0.6382978723404258,0.36170212765957466,0,0.12765957446808518,0.4255319148936172,0.08510638297872344,0,0,0.08510638297872344,0.2765957446808512,5.48154871842554
T3S300,5.006193735,2006,2006-06-27,67.681832,-163.685141,1.7837837837837842,0.21621621621621628,0,0,2.0000000000000004,0.6486486486486489,0.5675675675675678,0.783783783783784,0.6486486486486489,1.3513513513513518,0.6486486486486489,1.3513513513513518,0,0.13513513513513517,0.43243243243243257,0.08108108108108111,0,0,0.5675675675675678,0.783783783783784,10.01238747
T3S4000,5.322590741,2006,2006-07-05,67.646636,-163.626192,6.5594405594405645,0.3916083916083919,0,0.04895104895104899,7.000000000000005,2.986013986013988,0.5874125874125878,3.4265734265734293,2.986013986013988,4.013986013986017,2.986013986013988,4.013986013986017,0,0.7342657342657348,2.1048951048951063,0.14685314685314696,0,0,0.5874125874125878,3.4265734265734293,37.258135187
T3S50,3.961304214,2006,2006-06-27,67.682432,-163.691723,0.9333333333333329,0.06666666666666664,0,0,0.9999999999999996,0.26666666666666655,0.44444444444444425,0.28888888888888875,0.26666666666666655,0.733333333333333,0.26666666666666655,0.733333333333333,0,0.08888888888888885,0.1555555555555555,0.022222222222222213,0,0,0.44444444444444425,0.28888888888888875,3.961304214
T4S100,5.34494412,2006,2006-06-28,67.764086,-163.568376,0.09000000000000002,0.010000000000000002,0,0,0.10000000000000003,0.06000000000000001,0,0.04000000000000001,0.06000000000000001,0.04000000000000001,0.06000000000000001,0.04000000000000001,0,0.030000000000000006,0.030000000000000006,0,0,0,0,0.04000000000000001,0.534494412
T4S1000,4.6621255,2006,2006-06-28,67.756619,-163.560501,14.776119402985074,0.22388059701492535,0,0,15,0.8208955223880596,3.880597014925373,10.298507462686565,0.8208955223880596,14.179104477611938,0.8208955223880596,14.179104477611938,0,0.22388059701492535,0.5970149253731343,0,0,0,3.880597014925373,10.298507462686565,69.9318825
T4S1000A,4.339576284,2006,2006-06-28,67.756647,-163.560165,24.67391304347826,0.32608695652173914,0,0,25,2.391304347826087,6.739130434782608,15.869565217391305,2.391304347826087,22.608695652173914,2.391304347826087,22.608695652173914,0,1.4130434782608694,0.9782608695652174,0,0,0,6.739130434782608,15.869565217391305,108.4894071
T4S2000,4.679809289,2006,2006-07-07,67.765309,-163.474324,0.7765957446808518,0.2127659574468087,0,0.010638297872340436,1.0000000000000009,0.5212765957446813,0.1489361702127661,0.3297872340425535,0.5212765957446813,0.47872340425531956,0.5212765957446813,0.47872340425531956,0,0.1489361702127661,0.2340425531914896,0.13829787234042565,0,0,0.1489361702127661,0.3297872340425535,4.679809289
T4S300,4.454772378,2006,2006-06-28,67.763524,-163.562137,0.6197183098591552,0.38028169014084523,0,0,1.0000000000000004,0.746478873239437,0.04225352112676058,0.21126760563380292,0.746478873239437,0.2535211267605635,0.746478873239437,0.2535211267605635,0,0.4788732394366199,0.11267605633802823,0.1549295774647888,0,0,0.04225352112676058,0.21126760563380292,4.454772378
T4S4000,4.157137804,2006,2006-07-07,67.751699,-163.440219,1.5652173913043483,0.43478260869565233,0,0,2.000000000000001,0.7391304347826089,0.6521739130434784,0.6086956521739132,0.7391304347826089,1.2608695652173916,0.7391304347826089,1.2608695652173916,0,0.13043478260869568,0.4782608695652175,0.13043478260869568,0,0,0.6521739130434784,0.6086956521739132,8.314275608
T4S50,2.7,2006,2006-06-26,67.76493,-163.57455,0.06000000000000001,0.04000000000000001,0,0,0.10000000000000002,0.06000000000000001,0.020000000000000004,0.020000000000000004,0.06000000000000001,0.04000000000000001,0.06000000000000001,0.04000000000000001,0,0.04000000000000001,0,0.020000000000000004,0,0,0.020000000000000004,0.020000000000000004,0.27
T5N100,,2006,2006-06-25,67.676648,-163.70733,0.06250000000000003,0.03750000000000001,0,0,0.10000000000000003,0.06250000000000003,0.012500000000000004,0.02500000000000001,0.06250000000000003,0.03750000000000001,0.06250000000000003,0.03750000000000001,0,0.012500000000000004,0.03750000000000001,0.012500000000000004,0,0,0.012500000000000004,0.02500000000000001,
T5N1000,4.24058136,2006,2006-06-26,67.684495,-163.719657,2.9333333333333345,0.06666666666666671,0,0,3.0000000000000013,1.711111111111112,0.04444444444444447,1.244444444444445,1.711111111111112,1.2888888888888894,1.711111111111112,1.2888888888888894,0,0.28888888888888903,1.422222222222223,0,0,0,0.04444444444444447,1.244444444444445,12.72174408
T5N1000A,5.702799139,2006,2006-06-26,67.684454,-163.719297,2.61904761904762,0.3809523809523811,0,0,3.000000000000001,0.7142857142857145,0.523809523809524,1.7619047619047625,0.7142857142857145,2.2857142857142865,0.7142857142857145,2.2857142857142865,0,0.09523809523809527,0.3333333333333334,0.2857142857142858,0,0,0.523809523809524,1.7619047619047625,17.108397417
T5N2000,5.574600123,2006,2006-07-05,67.691236,-163.737243,1.7647058823529402,0.2352941176470587,0,0,1.999999999999999,0.8235294117647055,0.11764705882352935,1.058823529411764,0.8235294117647055,1.1764705882352935,0.8235294117647055,1.1764705882352935,0,0.2352941176470587,0.5294117647058821,0.05882352941176468,0,0,0.11764705882352935,1.058823529411764,11.149200246
T5N300,3.273841895,2006,2006-06-26,67.676907,-163.711633,0.4600000000000002,0.5400000000000001,0,0,1.0000000000000004,0.6600000000000001,0.060000000000000026,0.2800000000000001,0.6600000000000001,0.3400000000000001,0.6600000000000001,0.3400000000000001,0,0.060000000000000026,0.34000000000000014,0.26000000000000006,0,0,0.060000000000000026,0.2800000000000001,3.273841895
T5N4000,5.377621245,2006,2006-07-05,67.696575,-163.783031,1.6756756756756748,0.2702702702702702,0,0.05405405405405403,1.999999999999999,0.8648648648648646,0.1621621621621621,0.9729729729729725,0.8648648648648646,1.1351351351351346,0.8648648648648646,1.1351351351351346,0,0.1621621621621621,0.5405405405405403,0.10810810810810806,0.05405405405405403,0,0.1621621621621621,0.9729729729729725,10.75524249
T5N50,,2006,2006-06-25,67.678358,-163.704229,0.1,0,0,0,0.1,0.05,0.05,0,0.05,0.05,0.05,0.05,0,0,0.05,0,0,0,0.05,0,
T5ULW,2.6,2007,2007-06-16,67.273964,-163.62362100000001,0.05111111111111111,0.044444444444444446,0,0,0.09555555555555556,0.07777777777777778,0.0044444444444444444,0.017777777777777778,0.07777777777777778,0.022222222222222223,0.07777777777777778,0.022222222222222223,0,0.02,0.04444444444444444,0.013333333333333332,0,0,0.0044444444444444444,0.017777777777777778,0.248444444444444
T6S10,2.14,2006,2006-06-21,67.623537,-163.897202,0.06666666666666668,0.03333333333333334,0,0,0.10000000000000002,0.04444444444444445,0.022222222222222227,0.03333333333333334,0.04444444444444445,0.055555555555555566,0.04444444444444445,0.055555555555555566,0,0,0.022222222222222227,0.022222222222222227,0,0,0.022222222222222227,0.03333333333333334,0.214
T6S100,3.04,2006,2006-06-21,67.623222,-163.893838,0.34782608695652173,0.6521739130434782,0,0,0.9999999999999999,0.6086956521739129,0.17391304347826086,0.21739130434782608,0.6086956521739129,0.3913043478260869,0.6086956521739129,0.3913043478260869,0,0.08695652173913043,0.08695652173913043,0.4347826086956521,0,0,0.17391304347826086,0.21739130434782608,3.04
T6S1000,3.84,2006,2006-06-21,67.616304,-163.880905,1.7272727272727293,0.27272727272727304,0,0,2.000000000000002,0.8181818181818192,0.21212121212121238,0.9696969696969708,0.8181818181818192,1.1818181818181832,0.8181818181818192,1.1818181818181832,0,0.09090909090909102,0.6363636363636371,0.09090909090909102,0,0,0.21212121212121238,0.9696969696969708,7.68000000000001
T6S2000,3.095,2006,2006-07-06,67.578728,-163.962796,0.06046511627906975,0.03720930232558139,0,0,0.09767441860465115,0.06046511627906975,0.016279069767441857,0.02325581395348837,0.06046511627906975,0.039534883720930225,0.06046511627906975,0.039534883720930225,0,0.016279069767441857,0.030232558139534876,0.01395348837209302,0,0,0.016279069767441857,0.02325581395348837,0.302302325581395
T6S300,2.96,2006,2006-06-21,67.621488,-163.892538,0.07272727272727274,0.027272727272727275,0,0,0.1,0.045454545454545456,0.018181818181818184,0.03636363636363637,0.045454545454545456,0.05454545454545455,0.045454545454545456,0.05454545454545455,0,0.009090909090909092,0.027272727272727275,0.009090909090909092,0,0,0.018181818181818184,0.03636363636363637,0.296
T6S4000,4,2006,2006-07-06,67.561001,-163.962983,0.07999999999999997,0.019999999999999993,0,0,0.09999999999999996,0.05749999999999998,0.012499999999999995,0.029999999999999992,0.05749999999999998,0.04249999999999999,0.05749999999999998,0.04249999999999999,0,0.007499999999999998,0.044999999999999984,0.004999999999999998,0,0,0.012499999999999995,0.029999999999999992,0.4
T6S4000A,5.5,2006,2006-07-06,67.56117,-163.962892,0.028,0.07200000000000001,0,0,0.1,0.08,0.01,0.01,0.08,0.02,0.08,0.02,0,0.04,0.018000000000000002,0.022,0,0,0.01,0.01,0.55
T6S50,4.336666667,2006,2006-06-21,67.623471,-163.895073,0.5405405405405407,1.4594594594594599,0,0,2.0000000000000004,0.5135135135135136,0.29729729729729737,1.1891891891891895,0.5135135135135136,1.4864864864864868,0.5135135135135136,1.4864864864864868,0,0.05405405405405407,0.10810810810810814,0.3513513513513514,0,0,0.29729729729729737,1.1891891891891895,8.673333334
TLA2,5.629355583,2007,2007-06-26,67.529929,-159.48295,23.96153846153846,10.5,0,0,34.46153846153846,19.653846153846153,6.1923076923076925,9.153846153846153,19.653846153846153,15.346153846153847,19.653846153846153,15.346153846153847,0.8076923076923077,5.384615384615385,10.769230769230768,1.6153846153846154,1.0769230769230769,0,6.1923076923076925,9.153846153846153,193.996253937231
TLA4,4.214478622,2007,2007-06-29,67.480555,-160.138801,32.77777777777778,16.38888888888889,0,0,49.16666666666667,28.055555555555557,8.055555555555555,13.88888888888889,28.055555555555557,21.944444444444443,28.055555555555554,21.944444444444443,0.8333333333333334,9.722222222222223,15,1.6666666666666667,0.8333333333333334,0,8.055555555555555,13.88888888888889,207.211865581667
TLC1,3.959271772,2007,2007-06-23,67.592334,-159.438457,1.631578947368421,0.2631578947368421,0,0.05263157894736842,1.9473684210526314,0.9473684210526315,0.15789473684210525,0.894736842105263,0.9473684210526315,1.0526315789473684,0.9473684210526315,1.0526315789473684,0.21052631578947367,0.42105263157894735,0.3157894736842105,0,0,0,0.15789473684210525,0.894736842105263,7.71016081915789
TLC3,5.146666667,2007,2007-06-26,67.69449,-160.143641,8.658536585365853,6.219512195121951,0,0,14.878048780487806,9.146341463414634,1.3414634146341462,4.512195121951219,9.146341463414634,5.853658536585366,9.146341463414634,5.853658536585366,1.3414634146341462,2.6829268292682924,3.048780487804878,1.5853658536585367,0.4878048780487805,0,1.3414634146341462,4.512195121951219,76.5723577285366
TREF1-1,4.928290782,2006,2006-07-03,67.18556,-163.532558,0.6428571428571426,0.357142857142857,0,0,0.9999999999999996,0.4999999999999998,0.1428571428571428,0.357142857142857,0.4999999999999998,0.4999999999999998,0.4999999999999998,0.4999999999999998,0,0.1785714285714285,0.2142857142857142,0.1071428571428571,0,0,0.1428571428571428,0.357142857142857,4.928290782
TREF1-2,5.371316518,2006,2006-07-02,67.189896,-163.524183,0.9873417721518991,0.9620253164556964,0,0,1.9493670886075956,1.1898734177215193,0.10126582278481017,0.7088607594936711,1.1898734177215193,0.8101265822784813,1.1898734177215193,0.8101265822784813,0,0.15189873417721525,0.2278481012658229,0.8101265822784812,0,0,0.10126582278481017,0.7088607594936711,10.4706676426835
TREF1-3,5.381673331,2006,2006-07-03,67.185153,-163.532548,0.5873015873015877,0.3492063492063494,0,0.031746031746031765,0.9682539682539688,0.4920634920634923,0.09523809523809529,0.4126984126984129,0.4920634920634923,0.5079365079365081,0.4920634920634923,0.5079365079365081,0,0.09523809523809529,0.15873015873015883,0.22222222222222232,0.015873015873015883,0,0.09523809523809529,0.4126984126984129,5.2108265585873
TREF2-1,6.063951092,2006,2006-07-02,67.144241,-163.163485,4.166666666666668,0.7575757575757579,0,0,4.924242424242426,2.727272727272728,0.22727272727272735,2.0454545454545463,2.727272727272728,2.272727272727274,2.727272727272728,2.272727272727274,0,1.1363636363636367,1.2878787878787883,0.22727272727272735,0.07575757575757579,0,0.22727272727272735,2.0454545454545463,29.8603652257576
TREF2-2,5.040967395,2006,2006-07-02,67.118622,-163.126878,2.426470588235295,2.5735294117647065,0,0,5.000000000000002,4.264705882352942,0.0735294117647059,0.661764705882353,4.264705882352942,0.7352941176470589,4.264705882352942,0.7352941176470589,0,1.6911764705882357,1.0294117647058827,1.5441176470588238,0,0,0.0735294117647059,0.661764705882353,25.204836975
TREF2-3,5.515525992,2006,2006-07-02,67.144445,-163.16103,2.653846153846156,1.3076923076923088,0,0,3.961538461538465,2.2307692307692326,0.19230769230769246,1.576923076923078,2.2307692307692326,1.7692307692307705,2.2307692307692326,1.7692307692307705,0,0.26923076923076944,1.0769230769230778,0.8846153846153852,0,0,0.19230769230769246,1.576923076923078,21.8499683529231
TT2,5.385899723,2007,2007-06-05,67.392422,-158.287009,6.769230769230769,1.2307692307692308,0,0,8,3.868131868131868,1.3186813186813187,2.8131868131868134,3.868131868131868,4.131868131868132,3.868131868131868,4.131868131868132,0,1.1428571428571428,2.7252747252747254,0,0,0,1.3186813186813187,2.8131868131868134,43.087197784
TT3,5.668963396,2007,2007-06-07,67.251279,-159.192885,1.5903614457831328,0.4096385542168675,0,0,2.0000000000000004,1.0602409638554218,0.07228915662650603,0.8674698795180724,1.0602409638554218,0.9397590361445785,1.0602409638554218,0.9397590361445785,0,0.2168674698795181,0.7228915662650603,0.12048192771084339,0,0,0.07228915662650603,0.8674698795180724,11.337926792
TT4,5.128645032,2007,2007-06-05,67.295206,-158.568617,0.08095238095238096,0.01904761904761905,0,0,0.1,0.05714285714285715,0.007619047619047619,0.035238095238095235,0.05714285714285715,0.04285714285714286,0.05714285714285715,0.04285714285714286,0,0.014285714285714285,0.0380952380952381,0.004761904761904762,0,0,0.007619047619047619,0.035238095238095235,0.5128645032
Tusck10,3.901710243,2012,2012-08-09,67.844114,-153.349552,0.5982905982905984,0.3418803418803419,0,0,0.9401709401709403,0.5982905982905984,0.11965811965811968,0.2820512820512821,0.5982905982905984,0.4017094017094018,0.5982905982905984,0.4017094017094018,0,0.2136752136752137,0.1965811965811966,0.17094017094017094,0.017094017094017096,0,0.11965811965811968,0.2820512820512821,3.6682745874359
Tusck14,3.621808674,2012,2012-08-03,67.954549,-155.358875,0.325,0.15833333333333333,0.016666666666666666,0,0.5,0.30000000000000004,0.025,0.17500000000000002,0.30000000000000004,0.2,0.3,0.2,0,0.08333333333333333,0.1,0.1,0.016666666666666666,0,0.025,0.17500000000000002,1.810904337
Tusck27,2.20625,2012,2012-08-01,67.97843,-155.493491,0.4845360824742268,0.4020618556701031,0.010309278350515464,0,0.8969072164948453,0.6391752577319588,0.18556701030927836,0.17525773195876287,0.6391752577319588,0.36082474226804123,0.6391752577319587,0.36082474226804123,0.010309278350515464,0.30927835051546393,0.18556701030927836,0.12371134020618557,0.010309278350515464,0,0.18556701030927836,0.17525773195876287,1.97880154639175
Tusck44,4.895484466,2012,2012-08-09,67.872203,-153.364462,0.3125,0.16477272727272727,0,0,0.4772727272727273,0.3068181818181818,0.03409090909090909,0.1590909090909091,0.3068181818181818,0.19318181818181818,0.3068181818181818,0.19318181818181818,0,0.08522727272727273,0.10795454545454546,0.11363636363636363,0,0,0.03409090909090909,0.1590909090909091,2.33648122240909
Tusck48,3.087151646,2012,2012-08-04,67.955763,-155.529066,0.5714285714285714,0.36507936507936506,0.007936507936507936,0,0.9444444444444444,0.5793650793650793,0.1746031746031746,0.24603174603174602,0.5793650793650793,0.4206349206349206,0.5793650793650794,0.4206349206349206,0.007936507936507936,0.23015873015873015,0.1746031746031746,0.14285714285714285,0.023809523809523808,0,0.1746031746031746,0.24603174603174602,2.91564322122222
Tusck53,4.612494617,2012,2012-08-08,67.908096,-153.218346,0.2912621359223301,0.17961165048543687,0,0,0.47087378640776695,0.31553398058252424,0.038834951456310676,0.14563106796116504,0.31553398058252424,0.1844660194174757,0.31553398058252424,0.1844660194174757,0,0.10194174757281553,0.1116504854368932,0.08737864077669902,0.014563106796116504,0,0.038834951456310676,0.14563106796116504,2.17190280509223
Tusck59,7.606219625,2012,2012-07-18,67.784357,-150.531254,1.92,1.08,0,0,3,1.76,0.2,1.04,1.76,1.24,1.76,1.24,0,0.44,0.8,0.52,0,0,0.2,1.04,22.818658875
Tusck73,2.305362965,2012,2012-08-03,67.951109,-155.390745,7.976190476190475,5.7142857142857135,0,0.23809523809523808,13.928571428571427,8.214285714285714,2.4999999999999996,4.285714285714286,8.214285714285714,6.785714285714285,8.214285714285714,6.785714285714285,0.23809523809523808,4.285714285714286,1.9047619047619047,1.5476190476190474,0.23809523809523808,0,2.4999999999999996,4.285714285714286,32.1104127267857
Tussock5,4.130998154,2012,2012-08-08,67.881193,-153.232171,0.3641975308641975,0.1111111111111111,0.006172839506172839,0,0.4814814814814814,0.2839506172839506,0.06172839506172839,0.15432098765432098,0.2839506172839506,0.21604938271604937,0.28395061728395055,0.21604938271604937,0,0.09259259259259259,0.11728395061728394,0.05555555555555555,0.018518518518518517,0,0.06172839506172839,0.15432098765432098,1.98899911118519
