FID,plot,other_name,gradient,park,project,SU,strata_LC,strata_GD,Observ1,Observ2,Observ3,elev,slope,inc_radiat,heat_loa,aspect,tree,subshrub,shrub,forb,gram,bryo,lichen,soil,duff,rock,water,richness,succ_p,succ_a,height,tissue,comment,lat,long,GPS_accur,Max_PDOP,Max_HDOP,Corr_Type,Rcvr_Type,GPS_Date,GPS_Time,Update_Sta,Feat_Name,Datafile,Unfilt_Pos,Filt_Pos,Data_Dicti,GPS_Height,Vert_Prec,Horz_Prec,Std_Dev,vascular,topo,HUC,Ecoreg_1,Ecoreg_2,Ecoreg_3,Eco_veg,Dep_type,Dep_Name,SecEcoR,Section,Subsect,Lithol,Physiogr,Limest,Beikman,Calcar,arcn_20100,arcn_20101,arcn_20102,arcn_20103,arcn_20104,arcn_20105,arcn_20106
201,JLBEA1, ,1,5,KOVA,judgement,Low Birch Ericaceous Acidic, ,Shanti Berryman,Sean Patrick, ,435.267,4,-0.599793,0.683646,175,0.1,75,0,5,4,15,20,0.1,10,15,0,41,1.98461,1.984457,4.553456,0,Judgment site for low birch ericaceous acidic.,67.256597,-159.943077,0.1 – 0.7 m,1.9,0.9,Postprocessed Carrier Fl,GeoXH 2005,6/27/07 0:00,03:06:46pm,New,Lichen_P,RCRXHR062715A.cor,10,10,KOVA_CAKR_07,435.267,0.3,0.2,0,80,5,6,3,3,230,6,110,4,2,2,79,17,5,3,1191,1,1,169,172,120,83,71,71
202,JLichen1,JLICHEN1,1,5,KOVA,judgement,Closed needleleaf forest, ,Shanti Berryman,Sean Patrick, ,183.823,7,-0.754642,0.275977,310,5,25,40,0.1,0.1,1,75,0.1,25,5,0,33,1.90539,1.885233,6.59078,0, ,67.500377,-159.767377,0.1 – 0.7 m,1.9,0.9,Postprocessed Carrier Fl,GeoXH 2005,6/30/07 0:00,04:39:06pm,New,Lichen_P,RCRXHR063016A.cor,10,10,KOVA_CAKR_07,183.823,0.4,0.2,0,60,2,6,3,3,230,6,110,4,2,2,4,14,13,2,1191,1,2,114,132,111,68,54,60
203,JLichen2,JLICHEN2,1,5,KOVA,judgement,Closed needleleaf forest, ,Shanti Berryman,Sean Patrick, ,117.252,2,-0.663217,0.237339,90,10,20,10,0.1,0.1,5,75,0.1,15,5,0,46,1.982357,1.91941,5.453447,0,Judgment plot for a spruce lichen woodland. Right near a large stream ~ 300ft to East.,67.391304,-159.186019,0.1 – 0.7 m,1.8,0.8,Postprocessed Carrier Fl,GeoXH 2005,7/1/07 0:00,04:24:56pm,New,Lichen_P,RCRXHR070110A.cor,10,10,KOVA_CAKR_07,117.252,0.9,0.5,0,35,2,6,3,3,230,6,110,4,2,2,4,14,13,2,1191,1,4,167,171,122,113,94,93
204,JMixed1,JMIXED1,1,5,KOVA,judgement,Alder/Willow, ,Shanti Berryman,Sean Patrick, ,189.827,14,-0.419397,0.106143,170,40,65,15,0.1,0.1,40,10,0,75,0.1,0,69,1.836149,1.848,4.810361,1,"Judgment plot for mixed wood forest. This plot has some acidic rocky areas where rock lichens and cladonias were present - not found in other parts of the plot. Birch (especially snags) were important for Melanelia, Parmelia, and Nephroma. Many open gap",67.309725,-158.400241,0.1 – 0.7 m,2.9,1.2,Postprocessed Carrier Fl,GeoXH 2005,7/2/07 0:00,10:00:21am,New,Lichen_P,RCRXHR070209A.cor,10,10,KOVA_CAKR_07,189.827,0.8,0.5,0,85,4,6,3,3,230,6,82,4,2,2,4,14,13,2,1167,1,3,81,106,131,54,24,34
205,Jpalisad,JPALISADE1,1,2,CAKR07,judgement,Alpine Alkaline Dry Dryas Shrub, ,Shanti Berryman,Sean Patrick, ,127.906,20,-0.312799,0.743581,200,0,25,0,1,3,0.1,2,0.1,0.1,80,0,28,2.194444,2.238095,3.4025,0,"Judgment plot for the palisade rocks. Musk oxen use - hair and scat. Plot split by a sloping ridge. 1/3 of plot = 5 deg slope, 310 deg aspect. 2/3 of plot = 20 deg slope, 200 deg aspect.",67.160627,-163.584772,0.1 – 0.7 m,4.4,2.1,Postprocessed Carrier Fl,GeoXH 2005,7/4/07 0:00,03:55:11pm,New,Lichen_P,RCRXHR070409A.cor,10,10,KOVA_CAKR_07,127.906,0.8,0.4,0,25,4,3,3,5,245,1,113,5,2,1,74,30,13,1,1176,1,4,255,255,151,200,168,176
206,JSVC1, ,1,2,CAKR07,judgement,Alpine Alkaline Dry Dryas Shrub, ,Abbey Rosso,Sean Patrick, ,129.728,10,-0.563919,0.541995,254,0,40,0,7,12,2,5,2,1,40,0,16,2.166667,2.038462,3.525,0,Judgment near drop-off on Radio Hll. Very low lichen diversity.,67.270293,-163.676591,0.1 – 0.7 m,2.5,0.9,Postprocessed Carrier Fl,GeoXH 2005,6/11/07 0:00,09:06:01am,New,Lichen_P,RCRXHR061109A.cor,19,19,KOVA_CAKR_07,129.728,0.4,0.1,0,60,4,4,3,3,210,1,24,5,2,1,74,30,13,1,1176,1,5,255,208,118,142,125,125
207,JTLC1, ,1,5,KOVA,judgement,Talus Lichen Carbonate, ,Shanti Berryman,Sean Patrick,Chuck Redd,642.582,19,-0.341958,0.134913,140,0,10,0,0.1,0.1,0.1,0.1,0.1,0.1,90,0,17,2.006667,2.1,2.463027,0,Judgment talus lichen carbonate. Note: No apparent difference between TLC and SVC.,67.524916,-158.092986,0.1 – 0.7 m,2.3,1,Postprocessed Carrier Fl,GeoXH 2005,7/2/07 0:00,02:23:36pm,New,Lichen_P,RCRXHR070214A.cor,10,10,KOVA_CAKR_07,642.582,0.4,0.2,0,10,4,6,3,3,230,8,126,5,2,1,10,12,12,1,1176,1,9,255,178,105,150,128,129
208,K-01, ,0,3,NOAT-W,survey, , ,Tracy Wiese,Bruce Carter, ,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,67.80491,-156.7081,<15m, , , ,Garmin 12Map,7/23/02 0:00, , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,165,160,113,84,76,62
209,K-02, ,0,3,NOAT-W,survey, , ,Tracy Wiese,Bruce Carter, ,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,67.73474,-156.75035,<15m, , , ,Garmin 12Map,7/24/02 0:00, , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,227,185,110,116,109,106
210,K-03, ,0,3,NOAT-W,survey, , ,Tracy Wiese,Bruce Carter, ,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,67.73073,-156.76078,<15m, , , ,Garmin 12Map,7/24/02 0:00, , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,223,186,110,136,116,122
211,K-04, ,0,3,NOAT-W,survey, , ,Tracy Wiese,Bruce Carter, ,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,67.73071,-156.76077,<15m, , , ,Garmin 12Map,7/25/02 0:00, , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,223,186,110,136,116,122
212,K-05, ,0,3,NOAT-W,survey, , ,Tracy Wiese,Bruce Carter, ,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,67.73071,-156.76077,<15m, , , ,Garmin 12Map,7/25/02 0:00, , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,223,186,110,136,116,122
213,K-06, ,0,3,NOAT-W,survey, , ,Tracy Wiese,Bruce Carter, ,605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,67.72859,-156.76467,<15m, , , ,Garmin 12Map,7/25/02 0:00, , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,255,207,118,141,123,127
214,KAL, ,0,3,NOAT-W,survey, , ,Tracy Wiese,Bruce Carter, ,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,67.77601,-158.3844,<15m, , , ,Garmin 12Map,8/8/02 0:00, , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,90,89,101,78,65,70
215,Kar, ,0,4,GAAR,survey, , ,Peter Neitlich,Linda Hasselbach, ,925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,68.35325,-154.595667,<15m, , , ,Garmin GPS 48,7/1/97 0:00, , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,9,68,36,67
216,Kar Fork,Kar Forks,0,4,GAAR,survey, , ,Peter Neitlich,Linda Hasselbach, ,1050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,68.25749,-154.57128,<15m, , , ,Garmin GPS 48,7/1/97 0:00, , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,100,95,60,60,45,47
217,Kar Pass, ,0,4,GAAR,survey, , ,Peter Neitlich,Linda Hasselbach, ,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,68.18546,-154.5728,<15m, , , ,Garmin GPS 48,7/1/97 0:00, , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,124,86,100,231,203,220
218,Kar WF, ,0,4,GAAR,survey, , ,Peter Neitlich,Linda Hasselbach, ,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,68.34154,-154.54628,<15m, , , ,Garmin GPS 48,8/1/97 0:00, , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,204,148,74,108,92,96
219,Kar WF/R, ,0,4,GAAR,survey, , ,Peter Neitlich,Linda Hasselbach, ,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,68.316667,-154.533333,<15m, , , ,Garmin GPS 48,8/1/97 0:00, , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,178,154,90,84,85,63
220,Kar1,Kur Lk/WF/R,0,4,GAAR,judgement, , ,Peter Neitlich,Linda Hasselbach, ,925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0, ,68.35325,-154.595667,<15m, , , ,Garmin GPS 48,7/1/97 0:00, , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,9,68,36,67
221,Kar2, ,0,4,GAAR,survey, , ,Peter Neitlich,Linda Hasselbach, ,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,68.142233,-154.569167,<15m, , , ,Garmin GPS 48,7/1/97 0:00, , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,214,206,122,94,86,85
222,Kar3, ,0,4,GAAR,survey, , ,Peter Neitlich,Linda Hasselbach, ,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,68.061,-154.84822,<15m, , , ,Garmin GPS 48,7/1/97 0:00, , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,255,227,116,109,94,91
223,LBEA1, ,1,5,KOVA,Lplot,Low Birch Ericaceous Acidic, ,Abbey Rosso,Heath Powers, ,656.531,22,-0.302387,0.028008,171,0,55,0,25,0.1,8,8,0.1,0.1,20,0,50,2.098013,2.111955,4.634958,1,"Aborted Cet lae search cause taking long time (not common, no other dom substitute.)",67.439272,-158.101744,0.1 – 0.7 m,2.8,1.6,Postproces,GeoXH 2005,6/6/07 0:00,12:02:46pm,New,Lichen_P,AKRXHR060,9,9,KOVA_CAKR_07,656.531,0.9,0.6,0.303821,75,3,6,3,3,230,6,110,5,2,1,10,12,12,1,1175,1,3,220,237,225,105,75,69
224,LBEA2, ,1,5,KOVA,Lplot,Low Birch Ericaceous Acidic, ,Shanti Berryman,Sean Patrick, ,535.907,10,-0.486966,0.058068,190,0,80,0,0.1,1,10,25,0,5,8,0,70,1.976443,2.054797,3.787119,1,"Did not place plot at original point because same veg type was close to helicopter landing spot and wanted to include a rock outcrop feature in plot. This feature added a lot of diversity and abundance, however many of the lichens that were on this outcr",67.618445,-159.847607,0.1 – 0.7 m,1.9,0.8,Postprocessed Carrier Fl,GeoXH 2005,6/24/07 0:00,11:02:06am,New,Lichen_P,RCRXHR062410A.cor,10,10,KOVA_CAKR_07,535.907,0.2,0.2,0,80,4,6,3,3,230,8,110,6,2,2,2,13,12,2,1167,1,1,165,191,171,90,62,58
225,Lower Ar,Lower Arrigetch Cr,0,4,GAAR,survey, , ,Peter Neitlich,Linda Hasselbach, ,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,68.46845,-161.47748,<15m, , , ,Garmin GPS 48,7/1/96 0:00, , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,242,161,94,125,115,108
226,LowRockR,Low Rock,0,3,NOAT-E,survey, , ,Lichen Quest, , ,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,67.48935,-153.96932,< 15 m, , , ,Garmin 12Map,6/26/04 0:00, , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,74,88,103,42,22,32
227,LW1R, ,1,2,CAKR07,Lplot,Lowland Willow, ,Shanti Berryman,Julia Steege, ,216.469,6,-0.617987,0.401108,260,0,15,45,1,10,70,10,0.1,20,0.1,0.1,47,1.717314,1.759843,4.310153,1,Very diverse plot.,67.605563,-163.462492,0.1 – 0.7 m,2.3,1,Postprocessed Code,GeoXH 2005,6/15/07 0:00,09:22:11am,New,Lichen_P,AKRXHR061415A.cor,8,8,KOVA_CAKR_07,216.469,0.8,0.4,0.237633,90,3,4,2,8,241,1,24,6,2,2,38,14,13,2,1172,0,3,120,157,164,74,48,47
228,LW2R, ,1,2,CAKR07,Lplot,Lowland Willow, ,Abbey Rosso,Sean Patrick, ,56.58,4,-0.716177,0.186766,308,0,65,25,0.1,8,70,2,0,1,0,0,42,1.996914,2.112319,3.712808,1,Cladina arb/mit taken for heights was collected and still needs confirmation (*confirmed).,67.346007,-163.400451,0.1 – 0.7 m,1.8,0.9,Postprocessed Carrier Fl,GeoXH 2005,6/12/07 0:00,05:31:31pm,New,Lichen_P,RCRXHR061213A.cor,8,8,KOVA_CAKR_07,56.58,0.5,0.3,0,80,1,4,2,8,241,1,24,6,2,2,4,18,1,3,1176,1,3,108,134,130,62,47,40
229,LW3R, ,1,2,CAKR07,Lplot,Lowland Willow, ,Abbey Rosso,Sean Patrick, ,216.994,2,-0.648988,0.849615,250,0,5,55,5,25,15,1,1,8,0.1,0,32,2.012698,2.059524,3.243937,1, ,67.658508,-163.385478,0.1 – 0.7 m,2.3,1,Postprocessed Carrier Fl,GeoXH 2005,6/15/07 0:00,09:52:31am,New,Lichen_P,RCRXHR061509A.cor,10,10,KOVA_CAKR_07,216.994,0.3,0.2,0,80,1,3,2,8,241,1,128,6,2,2,3,18,1,3,1172,0,4,87,132,162,69,38,37
230,N Fork M,N Fork Mary Cr,0,4,GAAR,survey, , ,Linda Hasselbach,Peter Neitlich, ,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,68.09815,-154.75472,<15m, , , ,Garmin GPS 48,7/1/97 0:00, , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,225,225,155,108,86,79
231,NC-1, ,0,3,NOAT-W,survey, , ,Tracy Wiese,Bruce Carter, ,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,67.8659,-158.38666,<15m, , , ,Garmin 12Map,8/14/02 0:00, , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,8,12,82,46,69
232,NE-2a, ,1,3,NOAT-E,Lplot,Alder-willow,NE-block,Emily A Holt,Amanda Hardman, ,852,21,-0.297993,0.662905,160,0,35,40,5,3,35,18,15,5,10,0,38,1.998926,2.008014,3.1275,0, ,68.027878,-156.176944,< 3 m, , , ,Garmin Map76S,7/2/05 0:00, , , , , , , , , , , , ,4,5,3,3,230,3,110,6,2,2,2,13,12,2,1174,1,1,172,187,162,82,63,61
233,NE-2b, ,1,3,NOAT-E,Lplot,Alder-willow,NE-block,Emily A Holt,Amanda Hardman, ,785,1,-0.664317,0.935566,256,0,15,50,2,50,60,10,2,30,0.1,10,35,1.999187,2.155658,4.0425,1, ,68.013271,-156.140755,< 3 m, , , ,Garmin Map76S,7/2/05 0:00, , , , , , , , , , , , ,5,5,3,3,230,3,110,6,1,21,29,29,8,1,1174,1,1,121,142,135,72,60,40
234,NE-2c, ,1,3,NOAT-E,Lplot,Alder-willow,NE-block,Emily A Holt,Amanda Hardman, ,490,0,-0.676,0.237339,0,0,10,3,30,60,70,0.1,2,45,0,0,5,2.111111,2.083333,1.8,1, ,67.851664,-156.561099,< 3 m, , , ,Garmin Map76S,6/29/05 0:00, , , , , , , , , , , , ,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,133,136,100,75,73,64
235,NE-3a, ,1,3,NOAT-E,Lplot,Low birch/Ericaceous,NE-block,Emily A Holt,Amanda Hardman, ,575,13,-0.433091,0.896568,192,0,60,18,5,15,55,35,4,10,0.1,0,45,2.027293,1.947242,3.89875,1, ,68.378413,-159.661671,< 3 m, , , ,Garmin Map76S,7/13/05 0:00, , , , , , , , , , , , ,3,2,3,3,230,1,126,6,2,1,74,30,13,1,1141,1,2,153,184,159,78,61,53
236,NE-3b, ,1,3,NOAT-E,Lplot,Low birch/Ericaceous,NE-block,Emily A Holt,Amanda Hardman, ,801,2,-0.719757,0.023789,340,0,40,0.1,0.1,75,35,1.5,3,25,0.1,0,21,1.849603,1.895267,3.255,0, ,68.173628,-156.507346,< 3 m, , , ,Garmin Map76S,7/2/05 0:00, , , , , , , , , , , , ,5,5,3,3,230,2,42,6,2,1,74,30,13,1,1174,1,1,164,183,145,81,70,50
237,NE-3c, ,1,3,NOAT-E,Lplot,Low birch/Ericaceous,NE-block,Emily A Holt,Amanda Hardman, ,666,2,-0.68,0.000489,290,0,35,0,2,65,45,3,3,30,0,0,34,1.965556,2.050949,3.84,1, ,68.023401,-156.655576,< 3 m, , , ,Garmin Map76S,6/30/05 0:00, , , , , , , , , , , , ,5,5,3,3,230,3,97,6,2,2,4,14,13,2,1174,1,1,148,168,147,82,63,56
238,NE-4a, ,1,3,NOAT-E,Lplot,Dwarf shrub,NE-block,Emily A Holt,Amanda Hardman, ,393,5,-0.759285,0.955565,36,0,55,1,0.1,45,50,1,8,30,0,0,39,2.032665,2.080729,4.02,0, ,68.134666,-159.074609,< 3 m, , , ,Garmin Map76S,7/3/05 0:00, , , , , , , , , , , , ,3,2,3,3,230,1,59,6,2,2,4,14,13,2,1172,0,2,141,158,144,78,51,54
239,NE-4b, ,1,3,NOAT-E,Lplot,Dwarf shrub,NE-block,Emily A Holt,Amanda Hardman, ,488,0.5,-0.671935,0.349704,94,0,20,0,10,90,30,1,0.1,40,0,3,24,2.104212,2.134982,4.61625,1, ,68.230416,-158.222753,< 3 m, , , ,Garmin Map76S,7/10/05 0:00, , , , , , , , , , , , ,5,5,3,3,230,1,97,6,2,2,69,31,8,2,1174,1,1,125,149,133,70,59,53
240,NE-4c, ,1,3,NOAT-E,Lplot,Dwarf shrub,NE-block,Emily A Holt,Amanda Hardman, ,408,5,-0.582152,0.141018,184,0,48,0,0.1,70,50,1,0.1,35,0,0,34,1.915556,2.02672,4.895,1, ,68.133686,-158.77431,< 3 m, , , ,Garmin Map76S,7/10/05 0:00, , , , , , , , , , , , ,4,5,3,3,230,1,97,6,2,2,69,31,8,2,1172,0,2,165,186,166,89,65,61
241,NE-5a, ,1,3,NOAT-E,Lplot,Talus lichen,NE-block,Emily A Holt,Amanda Hardman, ,974,29,-0.315432,0.039124,120,0,0.1,0,3,2,0.1,0.1,10,0.1,85,0,38,2.031173,2.013248,3.406667,0, ,68.052402,-156.787241,< 3 m, , , ,Garmin Map76S,7/2/05 0:00, , , , , , , , , , , , ,2,5,3,3,230,1,110,6,1,21,59,31,8,2,1174,1,1,255,200,94,156,144,133
242,NE-5b, ,1,3,NOAT-E,Lplot,Talus lichen,NE-block,Emily A Holt,Amanda Hardman, ,993,32,-0.156708,0.855887,206,0,47,0,25,3,35,10,10,20,50,0,38,2.086111,2.004,3.54,1, ,68.589659,-159.607916,< 3 m, , , ,Garmin Map76S,7/10/05 0:00, , , , , , , , , , , , ,2,2,3,3,230,3,110,6,3,19,56,20,11,3,1171,1,2,190,162,97,99,83,81
243,NE-5c, ,1,3,NOAT-E,Lplot,Talus lichen,NE-block,Emily A Holt,Amanda Hardman, ,611,30,-0.307825,0.012189,240,0,60,2,10,8,15,18,2,15,50,0,48,2.082192,2.109565,3.91,0, ,68.272205,-159.385573,< 3 m, , , ,Garmin Map76S,7/13/05 0:00, , , , , , , , , , , , ,2,2,3,3,230,3,24,6,1,21,60,31,8,2,1171,1,2,157,162,151,78,61,65
244,NE-6a, ,1,3,NOAT-E,Lplot,Herbaceous community,NE-block,Emily A Holt,Amanda Hardman, ,369,1,-0.687378,0.994996,48,0,35,0.1,0,70,30,2,5,30,0,0,20,2.108025,2.192901,5.693333,1, ,68.056673,-158.039607,< 3 m, , , ,Garmin Map76S,7/3/05 0:00, , , , , , , , , , , , ,5,5,3,3,230,1,97,6,2,8,66,31,8,2,1174,1,1,141,168,156,85,66,58
245,NE-6b, ,1,3,NOAT-E,Lplot,Herbaceous community,NE-block,Emily A Holt,Amanda Hardman, ,342,3,-0.635854,0.849615,250,0,60,0,0,70,50,4,1,45,0,0.1,31,2.092361,2.09955,4.83,1, ,68.082868,-158.770263,< 3 m, , , ,Garmin Map76S,7/12/05 0:00, , , , , , , , , , , , ,4,2,3,3,230,1,97,6,2,8,66,31,8,2,1174,1,2,141,171,149,78,65,65
246,NE-6c, ,1,3,NOAT-E,Lplot,Herbaceous community,NE-block,Emily A Holt,Amanda Hardman, ,571,3,-0.69544,0.879844,60,0,35,0.1,50,45,35,10,5,20,2,0.1,28,2.065751,2.118824,3.753333,1, ,68.004718,-157.26249,< 3 m, , , ,Garmin Map76S,6/30/05 0:00, , , , , , , , , , , , ,5,5,3,3,230,1,97,6,2,18,82,17,5,3,1174,1,1,160,174,120,86,70,71
247,NE-6d, ,1,3,NOAT-E,Lplot,Herbaceous community,NE-block,Emily A Holt,Amanda Hardman, ,232,2,-0.639796,0.37523,128,0,25,5,1,45,20,0.1,30,15,0,0,2,0,0,0,0, ,68.173026,-159.778884,< 3 m, , , ,Garmin Map76S,7/3/05 0:00, , , , , , , , , , , , ,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,146,174,155,81,64,55
248,NE-7a, ,1,3,NOAT-E,Lplot,Sparse Vegetation,NE-block,Emily A Holt,Amanda Hardman, ,856,20,-0.724208,0.874029,74,0,29,0,1,0.1,1,0.1,29,0,97,0,20,2.186111,2.301667,0,0, ,68.358081,-158.314038,< 3 m, , , ,Garmin Map76S,7/10/05 0:00, , , , , , , , , , , , ,3,5,3,3,230,3,110,6,2,8,36,31,13,2,905,0,1,207,166,72,115,108,94
249,NearQ3-H,NearQ3-H3,0,3,NOAT-E,survey, , ,Lichen Quest, , ,729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,68.46047,-161.45152,< 15 m, , , ,Garmin 12Map,6/27/04 0:00, , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,121,132,103,70,56,47
250,NM-1, ,0,3,NOAT-W,survey, , ,Tracy Wiese,Bruce Carter, ,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,68.1202,-159.91338,<15m, , , ,Garmin 12Map,8/29/02 0:00, , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,110,144,164,69,45,48
251,NM-2, ,0,3,NOAT-W,survey, , ,Tracy Wiese,Bruce Carter, ,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,68.12693,-155.83096,<15m, , , ,Garmin 12Map,8/29/02 0:00, , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,172,202,142,82,67,61
252,Noa, ,0,4,GAAR,survey, , ,Peter Neitlich,Linda Hasselbach, ,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,67.5727,-155.19803,<15m, , , ,Garmin GPS 48,8/1/97 0:00, , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,145,167,121,78,57,47
253,Noa-alp, ,0,4,GAAR,survey, , ,Linda Hasselbach,Peter Neitlich, ,1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,67.69373,-155.34913,<15m, , , ,Garmin GPS 48,8/1/97 0:00, , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,199,228,202,101,81,72
254,Noa-NWL, ,0,4,GAAR,survey, , ,Linda Hasselbach,Peter Neitlich, ,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,67.66052,-155.31769,<15m, , , ,Garmin GPS 48,8/1/97 0:00, , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,127,146,132,64,42,45
255,NW-1a, ,1,3,NOAT-E,Lplot,Conifer forest,NW-block,Emily A Holt,Amanda Hardman, ,361,6,-0.696088,0.687769,292,0,30,36,12,25,50,3,2,25,0,3,23,1.70202,1.799145,4.51,1, ,68.32552,-161.269617,< 3 m, , , ,Garmin Map76S,6/26/05 0:00, , , , , , , , , , , , ,5,3,3,3,230,8,42,6,2,8,12,4,13,3,1142,0,4,96,134,160,63,41,35
256,NW-1b, ,1,3,NOAT-E,Lplot,Conifer forest,NW-block,Emily A Holt,Amanda Hardman, ,161,0,-0.676,0.237339,0,40,60,45,15,30,50,5,0.1,50,0,0,29,1.863012,1.841543,6.081667,1, ,68.11126,-161.655156,< 3 m, , , ,Garmin Map76S,7/6/04 0:00, , , , , , , , , , , , ,5,3,2,8,241,6,110,6,2,18,27,24,8,2,1171,1,5,75,98,100,50,30,32
257,NW-1c, ,1,3,NOAT-E,Lplot,Conifer forest,NW-block,Emily A Holt,Amanda Hardman, ,66,0,-0.676,0.237339,0,32,50,38,15,8,75,5,2,10,0,0,30,1.835979,1.784341,3.98875,1, ,67.934654,-162.364817,< 3 m, , , ,Garmin Map76S,7/7/05 0:00, , , , , , , , , , , , ,5,3,2,8,241,1,83,6,2,18,13,20,6,3,310,0,5,75,107,102,42,30,32
258,NW-1d, ,1,3,NOAT-E,Lplot,Conifer forest,NW-block,Emily A Holt,Amanda Hardman, ,109,0,-0.676,0.237339,0,27,60,85,0.1,20,65,5,3,15,0,0,32,1.823754,1.941127,5.695,1, ,68.017789,-162.442634,< 3 m, , , ,Garmin Map76S,7/6/05 0:00, , , , , , , , , , , , ,5,3,2,8,241,6,110,6,2,18,14,31,8,2,1176,1,5,104,130,128,61,32,32
